1,584,373,0
1,581,378,0
1,580,379,0
1,578,381,0
1,577,382,0
1,576,383,0
1,575,385,0
1,572,388,0
1,569,391,0
1,568,392,0
1,567,393,0
1,565,395,0
1,562,398,0
1,561,399,0
1,558,401,0
1,557,402,0
1,554,404,0
1,553,405,0
1,552,406,0
1,549,407,0
1,547,408,0
1,545,409,0
1,544,410,0
1,542,411,0
1,540,411,0
1,537,412,0
1,536,412,0
1,534,412,0
1,533,412,0
1,531,412,0
1,531,412,0
1,529,412,0
1,528,412,0
1,527,412,0
1,526,411,0
1,525,411,0
1,525,411,0
1,524,409,0
1,523,409,0
1,522,407,0
1,522,407,0
1,521,405,0
1,521,405,0
1,521,405,0
1,521,403,0
1,521,401,0
1,521,401,0
1,521,399,0
1,521,397,0
1,521,397,0
1,521,395,0
1,521,395,0
1,521,391,0
1,523,389,0
1,523,389,0
1,525,387,0
1,525,385,0
1,527,381,0
1,529,379,0
1,529,379,0
1,531,377,0
1,535,375,0
1,535,373,0
1,539,371,0
1,541,369,0
1,543,365,0
1,545,365,0
1,549,363,0
1,551,361,0
1,555,359,0
1,557,357,0
1,559,355,0
1,561,355,0
1,563,353,0
1,567,351,0
1,571,349,0
1,573,347,0
1,577,345,0
1,579,345,0
1,583,343,0
1,587,341,0
1,591,341,0
1,593,339,0
1,597,337,0
1,599,337,0
1,605,335,0
1,607,335,0
1,609,333,0
1,617,331,0
1,619,331,0
1,621,329,0
1,627,329,0
1,629,329,0
1,633,327,0
1,637,327,0
1,641,325,0
1,643,325,0
1,651,323,0
1,653,323,0
1,655,323,0
1,661,321,0
1,663,321,0
1,667,321,0
1,669,321,0
1,673,321,0
1,675,321,0
1,681,321,0
1,683,321,0
1,685,321,0
1,687,321,0
1,691,321,0
1,697,321,0
1,697,321,0
1,699,321,0
1,703,321,0
1,705,321,0
1,707,321,0
1,709,321,0
1,713,322,0
1,715,322,0
1,715,323,0
1,719,324,0
1,719,324,0
1,723,326,0
1,725,327,0
1,727,328,0
1,727,329,0
1,729,330,0
1,731,331,0
1,731,333,0
1,733,334,0
1,735,336,0
1,735,337,0
1,735,339,0
1,737,340,0
1,737,342,0
1,737,343,0
1,739,345,0
1,739,347,0
1,739,348,0
1,739,350,0
1,739,352,0
1,739,354,0
1,739,355,0
1,739,358,0
1,739,360,0
1,739,363,0
1,738,364,0
1,738,367,0
1,737,368,0
1,736,370,0
1,736,372,0
1,734,374,0
1,734,375,0
1,732,379,0
1,731,380,0
1,729,383,0
1,728,384,0
1,726,386,0
1,725,387,0
1,722,391,0
1,720,393,0
1,719,394,0
1,717,396,0
1,716,397,0
1,714,399,0
1,711,402,0
1,709,403,0
1,706,406,0
1,704,407,0
1,702,408,0
1,700,410,0
1,698,411,0
1,694,414,0
1,693,415,0
1,692,415,0
1,688,418,0
1,685,420,0
1,683,421,0
1,679,423,0
1,677,424,0
1,673,426,0
1,671,427,0
1,670,427,0
1,667,428,0
1,663,430,0
1,661,431,0
1,655,434,0
1,654,434,0
1,649,435,0
1,647,436,0
1,644,437,0
1,642,438,0
1,638,439,0
1,637,439,0
1,631,440,0
1,629,441,0
1,626,441,0
1,624,442,0
1,621,442,0
1,619,443,0
1,616,443,0
1,614,443,0
1,610,444,0
1,609,444,0
1,607,444,0
1,605,444,0
1,604,444,0
1,603,444,0
1,601,444,0
1,601,444,0
1,600,444,0
1,600,444,0
1,599,444,0
1,599,444,0
1,599,444,0
1,599,444,0
1,599,444,0
1,599,444,0
1,599,444,0
1,599,443,0
1,601,443,0
1,601,443,0
1,601,443,0
1,603,443,0
1,605,441,0
1,605,441,0
1,607,441,0
1,609,441,0
1,611,439,0
1,611,439,0
1,615,439,0
1,615,439,0
1,619,437,0
1,619,437,0
1,621,437,0
1,625,437,0
1,627,435,0
1,629,435,0
1,631,435,0
1,633,433,0
1,635,433,0
1,637,433,0
1,641,433,0
1,643,433,0
1,647,431,0
1,649,431,0
1,651,431,0
1,655,431,0
1,657,431,0
1,661,429,0
1,663,429,0
1,667,429,0
1,669,429,0
1,673,429,0
1,677,429,0
1,679,429,0
1,683,429,0
1,687,429,0
1,689,429,0
1,693,429,0
1,693,429,0
1,699,429,0
1,701,429,0
1,705,429,0
1,707,430,0
1,711,430,0
1,715,431,0
1,715,432,0
1,719,433,0
1,723,434,0
1,725,435,0
1,727,436,0
1,729,437,0
1,733,439,0
1,735,440,0
1,737,441,0
1,739,443,0
1,741,444,0
1,741,445,0
1,745,447,0
1,745,448,0
1,747,450,0
1,749,451,0
1,749,452,0
1,751,455,0
1,753,456,0
1,753,459,0
1,755,460,0
1,755,463,0
1,757,465,0
1,757,466,0
1,757,468,0
1,757,470,0
1,757,472,0
1,757,474,0
1,757,476,0
1,757,477,0
1,757,480,0
1,757,481,0
1,757,484,0
1,757,486,0
1,757,488,0
1,757,489,0
1,756,493,0
1,756,494,0
1,754,497,0
1,754,498,0
1,753,501,0
1,752,502,0
1,751,504,0
1,750,505,0
1,748,508,0
1,746,510,0
1,744,513,0
1,743,515,0
1,742,516,0
1,740,519,0
1,739,520,0
1,736,523,0
1,735,524,0
1,732,527,0
1,731,528,0
1,729,531,0
1,727,532,0
1,723,536,0
1,722,537,0
1,721,539,0
1,718,541,0
1,717,542,0
1,716,543,0
1,714,545,0
1,711,548,0
1,709,549,0
1,707,552,0
1,705,553,0
1,704,554,0
1,704,555,0
1,701,557,0
1,699,560,0
1,697,562,0
1,695,564,0
1,694,565,0
1,692,566,0
1,691,568,0
1,690,569,0
1,689,571,0
1,687,573,0
1,686,574,0
1,684,576,0
1,683,577,0
1,680,580,0
1,679,581,0
1,678,583,0
1,677,584,0
1,676,585,0
1,675,587,0
1,674,588,0
1,673,589,0
1,673,590,0
1,671,592,0
1,671,592,0
1,670,594,0
1,670,595,0
1,669,596,0
1,668,597,0
1,667,598,0
1,667,599,0
1,667,599,0
1,666,600,0
1,666,600,0
1,666,601,0
1,665,602,0
1,665,602,0
1,665,603,0
1,664,603,0
1,664,604,0
1,664,604,0
1,664,604,0
1,664,605,0
1,664,605,0
1,663,605,0
1,663,606,0
1,663,606,0
1,663,606,0
1,663,606,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,663,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,662,607,0
1,661,607,0
1,661,607,0
1,661,607,0
1,661,607,0
1,661,607,0
1,660,607,0
1,660,607,0
1,660,605,0
1,660,605,0
1,659,605,0
1,659,605,0
1,659,605,0
